id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,skip_flag,event_flag
0,9.11587333679199,1.59069442749023,1,0,0,0.0939718936106038,0.995574850632155,1,0
1,15.2072925567627,2.84378671646118,1,0,0,0.0882393645454261,0.996099299540271,1,0
2,20.7417793273926,3.26148366928101,1,0,0,-0.630073988118428,0.776535105128248,1,0
3,22.7954597473145,-3.28243947029114,1,0,0,-0.584710111019605,0.811242310331162,1,0
4,25.0231800079346,-9.75675010681152,1,0,0,-0.595331466403954,0.803480208287247,1,0
5,27.2508811950684,-17.0664615631104,1,0,0,-0.588294126923112,0.808647030680119,1,0
6,28.8520545959473,-23.9584655761719,1,0,0,-0.661802984562686,0.749677803875719,1,0
7,30.5576477050781,-32.5560607910156,1,0,0,-0.995361898025211,0.0962013095526682,1,0
8,20.8113746643066,-33.7395401000977,1,0,0,-0.995133395891938,0.0985369188709462,1,0
9,14.8591909408569,-34.783763885498,1,0,0,-0.995133348918643,0.0985373932574181,1,0
10,7.82795333862305,-35.9672393798828,1,0,0,-0.995959304111116,0.0898057044652647,1,0
11,2.92001056671143,-36.9418640136719,1,0,0,0.778598047016617,0.627522972632803,1,0
12,2.04980754852295,-32.9389343261719,1,0,0,0.875263208632104,0.483646891455982,1,0
13,0.553059577941895,-28.8663864135742,1,0,0,0.767751800339428,0.640747355106181,1,0
14,0.587867736816406,-25.2811508178711,1,0,0,0.285953652577047,0.958243449535579,1,0
15,2.39788913726807,-23.7495956420898,1,0,0,0.777014814367882,0.629482309721922,1,0
16,1.42325592041016,-18.5632133483887,1,0,0,0.769788517988133,0.638299018935197,1,0
17,0.065739631652832,-11.1142797470093,1,0,0,0.778380921027218,0.627792275980535,1,0
18,-1.29177808761597,-8.22520351409912,1,0,0,0.867142187921104,0.498060664906797,1,0
19,-2.54486989974976,-4.95324230194092,1,0,0,0.773341974318095,0.633989109336896,1,0
20,-3.58911371231079,-0.532612800598145,1,0,0,0.102142558071485,0.994769771269017,1,0
21,3.2680835723877,0.685670852661133,1,0,0,0.103561896153059,0.994623010826304,1,0
